lat,lng,count
-21,-45,1
37,35,1
42,-88,4
-19,-48,8
52,11,1
43,-81,1
49,9,2
-20,-44,5
10,-84,2
49,11,1
44,10,1
-22,-41,17
52,17,1
41,-112,2
51,-3,1
59,31,1
44,-79,8
-23,-47,1
36,140,1
38,24,1
40,33,4
50,9,7
47,8,6
41,-74,23
52,10,8
19,-99,3
53,13,1
-23,-47,1
51,6,2
59,25,4
45,12,1
54,10,4
49,2,1
49,9,2
31,-98,6
-8,-38,5
49,2,8
8,-73,3
54,19,1
55,10,1
43,-90,1
-34,151,2
36,140,4
39,-77,3
49,9,2
19,-99,1
53,7,111
6,3,38
45,-1,5
60,25,22
46,9,4
46,-74,1
48,19,103
35,136,1
54,10,21
53,14,1
41,-9,3
-23,-47,3
35,-81,15
49,19,1
36,-79,1
-23,-47,10
41,14,18
46,7,4
13,80,43
59,18,2
-7,109,1
51,8,3
49,2,4
46,6,1
47,-71,2
48,-3,6
37,31,2
41,-74,3
30,-82,1
37,-79,1
33,35,2
41,-112,3
49,2,1
52,-3,3
38,-121,1
40,-78,2
51,4,17
19,-99,1
39,0,15
39,-85,11
40,-105,1
52,0,1
49,2,2
48,12,22
59,38,6
60,25,30
41,-74,3
42,-88,1
-38,145,2
-25,-49,32
45,23,4
47,7,7
41,29,80
54,10,5
50,20,1
46,9,3
45,-122,36
51,7,2
60,5,5
51,17,1
38,13,15
51,9,1
33,-80,26
52,8,1
47,9,7
7,3,1
52,5,1
45,10,3
52,14,4
54,-1,3
43,-83,1
45,23,2
42,-9,1
48,16,4
40,-75,2
46,12,24
41,-74,3
51,7,12
46,9,2
41,14,2
44,-79,1
50,20,3
-14,-43,1
37,-6,2
48,35,5
20,86,1
33,-112,6
52,21,5
49,8,5
52,10,1
40,-4,1
53,13,23
42,-88,14
52,21,3
48,16,1
53,8,1
-6,107,17
43,21,5
25,122,171
37,-122,1
42,25,2
-22,-41,4
44,18,19
14,-89,1
49,3,2
-26,33,7
24,90,3
44,10,12
45,-93,1
39,-9,4
45,16,6
60,5,1
36,-79,198
47,8,1
26,-100,1
51,7,7
52,19,1
49,3,2
57,59,1
47,9,4
33,-112,586
39,-90,5
-38,145,1
50,-4,1
60,5,14
46,16,3
13,-61,2
37,-122,1
52,10,5
52,8,1
-30,31,1
46,-121,25
44,18,65
49,15,10
45,12,3
37,-122,3
50,7,2
42,2,3
33,35,1
46,11,11
44,4,1
33,-97,2
44,-80,1
47,-2,39
35,-81,6
60,25,2
12,78,48
48,14,1
33,-117,4
-32,-58,2
51,17,1
-5,-40,4
34,-112,3
49,2,1
33,-112,16
35,-85,2
52,0,11
38,127,7
45,11,1
59,18,4
1,104,2
49,2,17
49,8,2
41,29,1
50,-4,1
56,10,26
52,0,2
48,12,1
13,39,1
51,0,2
33,-97,3
48,14,2
42,22,41
49,12,1
50,9,2
51,7,5
48,14,3
28,-81,3
42,-73,3
52,5,10
37,-4,5
40,-4,1
-35,-59,1
39,-78,3
52,20,1
50,10,1
44,4,1
56,38,1
52,7,9
48,12,2
30,-95,11
50,19,2
47,7,5
52,5,1
45,-123,97
-22,166,9
52,0,2
49,9,2
-7,108,6
51,12,3
0,32,3
-28,-52,1
39,-9,3
52,5,2
31,121,2
45,6,19
3,102,1
19,-99,1
47,7,1
48,-117,1
36,-94,1
39,-77,2
48,14,1
47,7,14
48,-4,4
47,9,19
48,16,16
21,84,2
-34,151,4
51,11,1
48,-2,8
54,10,15
-23,-46,1
-21,-47,1
53,-2,2
39,-9,12
50,4,2
51,4,2
37,-122,1
59,18,3
35,137,4
15,-24,1
43,-2,1
48,16,15
33,-117,3
49,-123,2
52,21,2
33,-5,32
49,2,13
55,-6,2
51,-1,1
49,2,3
38,-122,5
41,-74,1
51,7,28
48,9,4
42,-74,12
47,8,6
47,7,9
46,10,2
52,5,2
50,9,71
42,42,7
46,-74,1
48,11,18
52,7,2
40,-76,21
48,8,3
42,2,3
48,10,1
33,-97,18
48,11,1
52,10,1
48,14,18
51,9,5
51,6,1
49,21,1
34,-84,1
60,11,1
56,13,7
15,102,3
52,0,1
36,-84,7
47,-71,1
53,13,4
50,8,10
51,0,2
52,7,6
49,2,5
47,-123,2
46,-74,5
50,11,1
-34,-71,5
-37,-57,1
42,-71,1
49,9,4
51,7,2
56,10,1
50,19,1
-23,-47,1
46,24,1
48,-122,65
53,7,1
51,17,5
53,15,2
47,9,2
56,-4,1
39,-95,12
50,31,29
49,9,3
42,-88,1
42,12,2
35,136,1
48,-123,1
46,9,2
30,-82,12
19,-99,1
31,-98,2
11,107,102
47,-71,1
-23,-47,1
49,2,38
38,-122,2
53,-6,1667
48,10,11
50,10,1
41,-7,2
50,9,3
43,-83,1
49,2,2
-26,-53,3
18,-70,2
51,4,1
-34,151,3
51,4,12
50,14,9
51,7,10
-29,-49,1
38,-4,7
49,2,3
40,-80,1
-21,-43,1
57,10,6
56,12,84
39,-105,3
43,-89,1
40,-86,6
52,5,1
51,4,10
30,-98,3
52,0,2
50,19,5
52,4,2
49,2,92
41,-9,2
42,-72,12
25,103,12
6,-76,40
48,16,1
42,-72,1
41,31,2
43,-80,8
52,8,1
38,127,22
36,-79,4
61,25,1
47,9,1
45,25,3
39,-78,5
38,-122,6
46,-74,20
62,17,53
47,16,1
49,-123,2
23,114,2
61,24,1
49,9,2
36,140,3
29,48,3
47,-122,1
41,-4,1
41,-74,61
26,73,4
37,-122,7
48,8,3
60,25,2
42,21,60
19,-99,15
49,3,36
-8,-35,17
24,90,1
60,30,1
49,9,1
31,-88,4
40,-75,2
52,17,2
54,10,5
52,20,1
34,-8,22
37,-93,1
32,131,1
52,21,1
-38,145,1
50,11,1
9,-2,1
42,-88,10
43,-81,9
37,15,23
51,3,1
49,6,11
19,-99,4
48,12,161
33,-112,11
48,8,1
54,10,2
36,-94,9
-35,139,5
44,-80,1
36,-81,2
50,19,1
51,7,1
52,-3,1
36,139,3
40,-105,6
36,139,20
44,-79,1
42,13,1569
50,9,31
44,27,2
29,48,5
51,3,1
-19,-50,1
47,9,4
35,136,1
38,-122,145
27,78,3
-4,-39,16
53,-6,1
49,2,9
23,88,10
34,131,2
51,7,1
47,9,1
51,8,1
48,17,10
51,0,49
48,2,3
50,17,2
-28,-48,1
63,28,1
50,10,5
35,-79,5
44,7,5
51,9,8
-28,-49,1
44,-79,2
38,-77,7
47,7,4
51,-1,3
32,35,4
40,-4,9
46,9,1
50,20,3
48,12,13
38,-122,1
39,-95,1
-8,114,1
53,10,2
41,-97,1
44,7,1
47,10,1
54,12,2
24,121,4
51,7,2
32,35,4
43,5,16
52,10,1
-20,-44,2
31,35,1
60,18,10
52,13,1
40,-4,4
46,6,94
60,25,1
50,9,3
35,-82,41
41,-73,1
19,-98,1
-16,-72,1
50,14,2
43,-86,20
52,4,2
41,2,1
51,17,1
45,-74,1
45,-93,1
51,-1,1
54,10,23
39,-77,4
14,100,35
46,9,1
-35,-58,2
63,23,4
50,20,2
48,17,5
38,-122,1
41,14,48
53,13,8
36,139,30
49,7,2
38,15,3
55,12,2
-18,-63,9
39,-77,23
52,0,3
51,4,2
49,7,4
48,12,5
49,2,2
41,2,23
50,24,1
39,-77,20
47,9,9
-38,145,1
48,16,10
51,8,1
31,-97,4
-24,-46,1
52,0,4
52,5,1
39,-9,3
39,-122,6
36,140,6
52,4,1
46,-74,1
47,8,2
39,-90,1
52,10,2
51,7,3
49,9,1
36,-82,1
37,127,1
52,-1,1
44,-79,10
53,9,3
49,12,14
42,-72,2
51,7,4
44,-79,8
44,-79,1
49,9,2
54,10,1
49,17,143
51,12,2
46,14,10
44,-70,1
36,11,1
13,45,1
63,10,5
52,7,3
1,104,6
43,-71,13
49,14,63
49,9,1
50,13,3
-24,-47,2
39,-77,3
26,-80,1
51,6,2
44,11,4
51,7,1
44,9,3
0,-51,1
60,25,1
49,2,4
-12,-77,2
39,-77,1
40,-105,2
38,-122,3
53,50,45
52,0,1
51,-1,4
47,8,2
-6,107,1
21,79,4
55,-2,3
40,-75,1
46,7,11
59,15,3
63,10,30
54,10,5
52,-1,2
38,-1,66
48,-2,1
44,5,5
30,-82,2
26,-80,4
28,-83,1
51,7,3
50,10,8
57,16,3
50,5,1
48,17,3
48,-2,2
52,9,3
-12,-39,20
40,-4,8
-10,-36,6
64,20,2
30,-98,1
-35,-59,1
47,11,3
60,22,7
51,7,1
35,-84,4
19,-99,1
59,18,2
-34,-59,2
-22,-48,2
52,10,6
-34,151,4
52,8,2
52,10,39
50,20,4
51,7,5
34,117,7
52,14,2
41,-74,1
56,12,8
51,5,1
19,-99,1
52,17,2
41,9,2
52,0,5
39,-77,2
47,12,1
38,16,1
25,121,10
44,1,1
45,26,12
-20,-55,2
-14,-43,1
9,39,7
33,-97,8
52,0,1
52,5,1
49,-3,36
52,13,13
26,-103,11
41,29,34
14,-89,95
51,13,1
51,9,2
24,90,8
52,13,9
43,17,1
34,-84,1
52,9,3
56,-3,1
50,30,2
59,6,48
51,7,1
44,-79,1
46,12,5
40,-75,1
37,117,9
42,-88,2
51,8,1
34,-118,1
47,0,1
48,16,18
44,-79,53
41,2,17
22,79,303
36,140,1
26,-100,4
53,10,1
37,-6,10
38,-122,1
-24,-46,14
37,10,15
52,5,2
48,12,31
40,3,1
47,8,1
51,1,4
49,2,3
59,18,5
25,67,8
48,12,3
56,13,26
56,12,6
50,14,12
38,-77,1
-36,-60,31
-8,110,17
51,4,2
52,21,7
6,0,5
52,4,1
52,10,2
54,10,2
39,-78,12
34,73,2
48,16,1
52,-1,12
36,-115,1
44,-79,1
28,-82,1
48,8,4
60,25,1
51,6,1
-43,147,4
-2,104,1
40,-9,2
52,-1,3
49,0,4
53,-6,4
44,12,3
52,10,10
36,-83,1
45,-74,2
54,10,5
46,20,1
51,14,4
40,-4,4
-13,-38,7
52,21,1
33,-97,6
-18,31,1
47,9,1
49,2,1
53,13,2
49,2,25
-6,107,248
46,-123,1
-12,-41,1
46,9,2
26,128,1
51,5,13
53,13,1
40,33,3
56,-4,5
56,13,3
46,9,3
43,-85,93
32,-8,3
53,9,4
53,18,1
35,-92,27
47,9,9
41,-75,43
34,-84,1
-34,151,6
43,-71,22
52,7,1
-23,-50,3
10,105,4
52,4,1
56,13,2
36,-115,1
48,16,1
60,25,1
32,36,13
39,-9,1
60,25,9
54,10,1
-37,175,4
29,77,1
33,-97,2
49,8,8
45,11,1
-33,-71,3
30,31,10
36,-79,11
55,37,7
-5,-38,1
45,-74,23
54,10,3
3,102,1
51,7,3
52,13,8
7,80,1
0,-78,57
53,9,5
10,76,1
50,8,1
36,139,43
10,-67,3
46,7,2
44,-79,3
44,-6,5
47,9,1
51,6,1
46,5,1
41,2,2
51,14,1
41,-74,5
42,-83,1
58,40,1
53,5,4
47,19,4
14,101,2
47,8,15
39,-78,1818
48,10,1
47,0,5
53,13,48
41,69,10
21,-87,2
60,25,1
52,12,1
50,-6,1
51,5,1
34,133,1
54,10,1
-4,-38,3
47,7,25
30,-98,8
-22,-47,1
52,21,1
43,-6,10
49,8,16
41,-74,23
-38,144,1
36,140,1
46,9,2
38,38,1
19,-99,2
16,103,1
35,-107,3
48,18,2
57,24,9
41,29,2
51,6,2
52,7,2
-23,-46,15
35,-81,2
68,16,1
47,8,11
-24,-46,7
50,4,1
52,14,1
52,0,1
65,25,1
11,78,3
51,12,5
51,7,1
51,7,1
-15,-39,1
27,-82,1
49,19,1
58,18,2
56,-3,14
51,17,1
28,-82,1
47,8,4
28,-97,2
49,12,1
53,8,1
36,-115,2
39,-121,1
-22,-47,1
19,-99,1
40,-4,4
33,-97,8
30,-90,3
53,9,2
41,-8,3
51,7,3
-28,153,9
37,-122,3
52,-2,1
60,11,1
52,5,25
36,140,127
46,9,7
41,-9,15
51,17,2
54,10,8
49,12,14
44,-76,38
41,15,4
48,8,1
51,6,4
48,12,8
48,12,3
44,7,18
-26,-53,5
43,-83,1
19,-99,1
40,-4,3
40,-105,2
47,8,5
53,13,5
39,-121,7
51,12,3
52,9,1
6,-55,6
53,18,1
35,-85,3
41,2,1
48,16,5
37,50,1
36,-78,3
51,16,1
40,31,1
34,-118,2
51,14,8
36,140,3
34,-112,1
19,-99,11
51,7,2
-29,-51,18
54,10,10
45,-93,1
42,-71,1
42,2,3
51,10,1
50,22,1
34,36,15
53,15,4
56,12,8
50,9,1
40,-74,2
39,-9,4
52,4,10
52,5,174
-26,-49,1
26,92,5
40,-4,1
47,7,1
54,10,26
-9,-64,6
46,9,1
-27,-49,4
52,9,11
45,11,5
36,11,1
42,-1,1
49,2,1
33,-112,1
49,2,3
43,24,1
47,9,77
45,4,1
-26,-49,35
46,-74,14
34,-118,1
48,8,1
47,7,18
44,-79,2
52,5,1
53,7,2
46,9,1
46,-120,53
34,-7,4
40,-4,2
52,6,1
50,10,8
53,9,1
41,29,3
48,14,1
49,8,8
53,9,1
56,10,1
19,-99,4
52,5,1
38,-122,1
44,11,49
24,90,1
49,8,2
41,-8,1
52,13,1
40,-4,10
43,2,2
24,90,1
46,6,5
34,-96,2
51,0,1
51,17,1
37,-122,2
49,2,5
49,9,2
-28,-52,8
51,9,184
50,9,1
30,-90,3
41,14,1
41,-74,5
52,5,1
49,2,2
54,10,2
19,-99,2
50,19,1
52,5,1
40,-87,1
-24,-47,40
36,-79,2
-38,145,3
54,10,2
51,6,9
52,1,1
-33,-61,4
38,-122,25
48,12,3
38,-77,6
49,-123,2
53,-6,14
36,140,1
42,-88,1
54,10,5
48,7,1
48,10,2
52,39,1
29,77,51
53,-6,6
-44,173,1
30,-90,2
41,-112,1
56,12,1
51,4,2
42,-71,3
48,14,1
51,5,1
-30,-50,7
25,121,1
52,5,1
53,10,1
45,-73,1
54,11,2
1,104,1
54,10,12
41,2,5
52,10,9
60,25,1
38,127,7
41,-74,9
14,101,1
32,35,2
50,10,4
38,113,11
49,17,15
39,-77,92
52,4,1
-6,107,26
54,7,1
56,12,2
34,-85,1
36,-79,1
50,16,1
60,22,18
49,-123,3
-27,-54,3
51,7,1
56,-4,3
26,-100,2
39,-4,8
21,-102,1
40,-84,1
44,11,23
34,-84,1
62,26,1
47,7,1
39,-86,1
10,-84,2
49,11,11
-8,109,1
50,8,1
37,127,5
53,9,5
54,-2,1
-3,-79,3
51,7,9
48,-3,3
35,136,3
51,14,1
36,140,10
3,102,21
47,9,5
53,10,4
48,-122,1
52,4,4
44,-79,1
51,7,1
52,10,1
36,-79,395
22,-102,11
34,-84,3
35,-90,11
50,11,4
35,-85,2
48,12,12
36,11,2
40,-105,1
53,10,18
52,0,2
39,-9,4
53,8,1
53,-1,1
51,-1,3
41,29,2
5,-74,7
40,-4,11
40,-75,1
52,6,1
33,-97,22
59,18,18
39,-105,5
34,-118,1
48,16,2
32,35,1
-7,108,10
25,47,35
50,9,5
-20,-44,1
53,-2,4
43,144,1
50,18,41
58,27,1
43,2,9
19,-99,2
2,104,18
41,2,5
58,16,2568
42,-88,1233
52,0,1
60,18,4
-34,151,1
-21,-49,4
29,-81,26
45,20,1
38,127,1
52,21,1
10,78,29
55,-2,1
44,-79,4
34,-79,2
20,-99,1
52,9,3
46,10,3
52,13,1
52,10,1
53,15,2
21,-90,3
22,114,14
70,19,2
51,6,1
41,-74,7
49,6,1
52,5,9
12,108,3
52,4,3
41,-74,4
39,-77,2
52,0,188
35,11,1
45,8,92
-5,-48,2
46,10,6
49,11,1
53,18,1
20,-99,3
33,-97,11
49,2,25
48,18,1
50,9,3
42,-9,1
-7,110,1
48,8,4
40,33,5
-27,153,2
50,14,10
37,-122,1
49,18,1
58,12,1
41,-96,1
44,-76,5
34,-84,2
40,-80,21
36,140,2
-33,-69,2
52,5,1
43,7,2
34,-112,2
53,7,12
52,6,26
50,17,15
52,7,6
46,6,1
19,-99,3
43,-4,1
-24,31,3
49,2,473
7,80,2
39,-9,1
43,-8,4
-26,28,7
14,100,1
33,-97,2
33,-112,38
40,9,2
36,-115,3
52,10,2
40,-83,408
47,7,5
50,9,1
56,-4,1
34,-120,22
14,100,3
34,-79,3
56,13,1
52,-2,1
48,11,5
49,9,117
39,-98,1
63,23,2
30,-98,5
54,-2,6
-28,153,1
23,114,4
0,-79,4
52,10,5
3,102,2
65,25,10
52,1,1
-24,-46,2
47,8,2
-3,37,3
52,5,1
41,29,3
51,0,9
52,5,1
49,2,1
45,-1,4
34,-84,5
60,11,2
19,-99,3
55,13,1
46,5,3
23,88,23
50,7,1
49,11,3
-29,-52,7
52,-1,3
34,130,6
43,77,8
51,4,2
44,26,1
36,-94,2
26,-80,5
48,16,38
54,10,1
53,13,6
33,-117,1
42,21,3
41,29,1
38,-121,1
29,-81,10
45,-85,1
49,15,5
49,12,10
48,12,1
48,13,14
42,-94,4
3,102,21
47,8,4
38,-122,1
36,51,111
26,128,1
18,76,1
44,7,2
42,-5,1
43,6,4
39,-9,1
47,8,1
43,-74,1
52,21,1
-35,-56,4
29,-82,2
54,10,1
60,25,21
56,12,1
51,25,1
35,114,1
46,11,4
47,9,7
50,19,1
49,19,5
44,-79,13
45,-76,22
46,20,3
58,56,1
47,9,44
40,-9,1
51,3,469
-35,-58,1
36,127,1
-26,-53,2
43,132,4
50,9,1
40,116,153
41,-74,1
48,10,4
-7,108,1
41,-73,2
38,-122,2
-26,-49,1
51,7,1
52,4,11
49,1,1
43,6,1
50,5,1
50,9,2
52,5,1
49,9,1
52,9,38
51,6,1
44,12,4
39,-77,82476
60,25,1
44,-80,4
42,-73,1
34,-6,1
52,6,2
20,-99,4
52,7,6
40,-75,1
36,-79,548
-35,-58,1
36,139,2
52,5,2
52,5,2
49,2,569
49,2,1
40,33,1
50,12,1
14,101,6
52,13,10
46,9,1
44,-79,6
56,44,8
34,-112,3
61,17,3
49,3,4
19,-99,1
43,-71,1
28,-15,2
52,13,1
53,13,2
19,-99,1
44,2,2
34,-118,2
40,-8,3
20,-99,11
48,14,26
49,16,1
60,11,8
20,-91,5
52,5,1
50,21,4
44,13,7
11,76,5
21,-100,1
42,-88,1
51,7,16
38,-123,1
52,4,5
48,16,1
51,6,1
48,12,15
45,12,4
42,-71,3
52,17,1
21,-90,7
44,5,1
19,-99,1
18,122,1
-23,-46,1
43,-84,7
38,-122,1
-38,145,1
43,-81,1
49,3,1
26,-100,1
52,4,2
54,10,1
-6,107,6
34,-118,6
42,-7,1
46,-74,1
16,80,1
-26,-53,1
53,-6,5
51,3,64
48,22,8
-25,-54,2
49,3,4
47,8,1
37,-6,2
52,21,1
28,-82,2
50,9,2
50,20,2
43,6,5
59,18,2
3,102,2
51,17,2
33,-87,1
52,21,9
-34,151,1
41,-74,2
46,10,5
41,-73,1
49,2,11
36,140,7
40,-74,1
51,7,4
52,17,1
44,-70,1
48,-122,5
48,-123,2
54,10,1
42,3,2
54,10,4
40,-4,8
-35,-56,1
53,-3,2
33,-97,2
48,17,2
51,5,3
51,7,5
-21,-43,1
3,102,1
51,7,1
-35,-59,1
41,-8,3
-35,-59,4
40,-75,1
51,4,1
49,2,2
38,27,2
55,10,2
62,17,6
21,106,1
55,-6,8
48,-124,1
60,22,49
18,-70,1
49,3,1
42,2,6
40,29,16
19,106,2
53,13,1
60,10,1
42,-5,1
34,-118,5
50,14,4
31,121,630
26,92,1
36,140,12
43,-89,1
43,5,1
38,139,3
48,9,6
51,7,2
41,-4,19
49,2,112
-34,151,1
33,-97,1
51,4,1
51,5,2
38,-122,8
31,121,5
49,9,3
10,-84,1
36,140,42
39,-78,2
51,-114,6
38,-122,4
46,-119,15
51,0,1
48,11,1
52,4,2
48,10,4
40,-76,1
28,-82,2
44,11,2
47,9,29
26,-100,1
49,8,2
42,-73,1
-23,-47,1
41,-74,1
-35,-56,2
43,-88,3
43,18,6
52,0,1
54,11,2
46,-1,1
-23,-43,1
1,104,3
42,-88,2778
34,-118,5
52,12,4
51,14,1
51,7,3
-23,-51,16
46,0,10
41,-75,1
47,8,4
52,5,8
50,20,2
47,10,4
52,6,18
29,-81,4
26,-100,1
56,11,11
52,4,1
48,12,16
42,-88,2
-28,-53,4
47,7,12
49,8,2
37,-122,1
45,4,9
21,-103,5
41,17,10
51,30,52
41,-73,1
40,-4,3
49,11,1
44,-79,4
29,-81,5
30,120,4
44,125,3
41,-6,1
45,12,7
43,-71,4
58,16,1
41,-9,1
40,33,1
34,-84,1
51,-1,2
19,-71,1
59,15,1
48,19,6
-19,-48,1
41,-73,1
47,8,2
60,25,1
38,-1,2
47,9,1
-23,-47,1
40,-76,1
48,-122,7
26,-100,2
52,5,16
49,8,8
55,37,3
-22,-43,19
52,18,1
-33,-71,6
50,9,6
52,4,4
44,7,2
34,130,23
39,-9,7
28,-81,1
41,2,10
35,136,16
41,1,2
49,2,4
52,21,1
51,10,3
29,-81,16
38,127,4
3,102,11
33,-97,1
50,7,1
41,-7,3
41,15,1
54,19,1
52,4,1
43,9,3
52,10,3
44,4,2
35,-117,4
54,10,5
21,106,149
47,8,6
35,33,97
50,9,9
39,16,1
45,-1,79
25,-107,1
52,17,3
51,4,1
37,-122,1
53,13,12
46,9,1
-37,175,3
-6,107,1
43,-5,1
45,11,3
52,7,8
49,2,7
39,-9,5
44,-73,2
52,5,2
54,10,2
21,-103,2
51,7,3
40,-75,1
42,0,6
-29,-50,3
47,8,1
51,21,1
51,7,1
52,5,19
53,10,14
50,14,4
39,-78,31
-38,-58,11
18,-70,2
-24,-46,3
52,21,2
51,6,14
-37,175,7
51,-3,9
-35,-59,3
50,19,1
44,-79,1
49,17,15
49,2,17
43,-80,6
50,19,1
51,3,3
1,104,1
51,3,1
41,-74,5
33,-117,4
51,5,3
24,121,3
51,17,2
41,-74,4
59,18,1
51,0,2
45,5,5
41,16,1
51,8,1
47,8,1
21,-158,1
19,-99,1
53,-6,1
38,106,1
39,-77,1
52,5,3
53,14,4
51,5,3
54,19,5
51,-114,2
60,25,1
43,-74,1
46,-120,168
52,5,3
37,-4,1
52,-2,1
40,-86,1
53,5,2
60,11,28
56,-3,2
47,8,1
-30,-51,15
11,-70,1
38,15,1
51,7,1
39,-3,9
-26,28,9
43,-72,6
49,0,3
42,-71,1
53,6,1
54,19,1
41,-74,1
34,-118,2
51,7,12
53,9,23
-20,-40,1
28,-82,17
37,-122,847
41,2,49
56,10,2
60,10,3
38,27,5
46,10,2
56,13,31
51,7,1
46,6,3
42,-8,39
38,24,32
44,-79,24
40,-4,1
56,10,36
-26,28,6
49,8,85
19,99,1
-13,-39,2
41,-74,1
51,9,1
43,3,4
51,3,6
51,6,1
60,25,30
41,2,11
48,9,55
41,-98,14
40,-112,1
3,102,2
50,9,1
29,-98,273
11,77,1
50,15,1
52,10,2
51,7,6
44,26,17
-23,-58,6
56,12,1
14,-89,17
51,0,4
39,-77,1
37,-122,2748
36,-79,1
40,-87,1
48,16,69
40,21,1
-34,151,1
11,77,87
52,13,1
46,12,8
52,21,1
50,8,2
48,12,1
-38,145,1
49,17,10
44,8,9
52,21,1
21,-103,1
54,10,3
-6,-49,2
51,3,1
48,8,1
52,4,1
21,73,1
50,18,8
-34,151,4
34,-118,23
33,-112,180
47,7,2
42,19,3
53,-2,2
56,-4,1
39,-77,10
52,10,2
35,137,6
20,-90,1
38,-1,3
52,7,2
19,-99,2
39,-78,1
36,140,12
48,-4,1
51,7,22
51,8,1
53,13,2
38,-1,1
-21,166,57
27,88,2
48,20,2
29,-81,37
52,5,6
49,7,5
52,4,28
47,7,4
39,-75,1
47,9,6
-23,-43,17
-33,-54,1
60,10,1
34,-117,1
37,-6,1
48,12,4
1,104,3
39,-105,1
44,-79,1
19,-96,1
48,16,9
51,12,4
41,-9,11
49,-123,17
26,-100,1
52,-2,3
54,-2,2
46,6,5
49,33,2
51,4,3
51,7,1
19,-99,45
49,3,21
43,-8,15
42,-74,19
55,-1,1
52,5,2
49,-122,2
36,-115,1
54,28,5
43,25,1
45,12,2
43,-80,6
48,-3,15
52,9,3
43,-9,5
48,10,5
53,-6,7
7,4,64
50,12,1
37,127,3
-24,-47,7
40,-75,1
42,2,1
50,9,4
49,7,3
51,7,1
59,19,35
50,6,16
23,73,12
48,17,2
49,12,1
47,-122,1
45,19,1
14,101,1
-29,-49,1
51,7,3
38,27,8
48,-114,1
44,-79,1
45,10,7
49,2,37
51,7,5
41,14,1
19,-99,1
54,10,2
45,-74,9
37,121,1
54,10,25
54,10,5
12,105,4
42,-71,1
52,7,2
-23,-50,1
50,10,6
33,-117,1
47,8,3
1,104,5315
38,-90,4
19,-97,2
38,-77,2
-23,-45,2
43,12,1
50,9,8
48,-122,2
48,12,3
11,77,16
44,-80,1
-35,-59,10
46,6,3
60,18,10
51,9,16
52,14,11
44,1,2
48,-122,8
-23,-43,1
-3,-52,1
-34,18,10
48,17,4
52,5,2
52,0,4
1,104,3
-16,-56,2
49,-123,1
49,2,9
44,26,1
50,20,12
44,4,24
40,-75,9
53,-6,409
49,-4,1
41,-74,10
47,-71,5
51,14,18
53,11,1
47,9,99
50,12,1
50,6,31
38,-4,1
40,33,1
41,-77,6
53,7,1
20,-99,1
41,-74,18
52,19,1
35,-90,2
49,3,2
51,8,2
44,-79,1
50,11,19
52,4,2
47,8,87
52,6,1
42,-88,37
35,140,4
49,7,3
10,-76,3
41,2,4
-26,-49,1
49,6,4
45,-93,26
-7,107,6
52,55,1
54,10,1
14,100,6
41,-9,4
52,0,1
41,-9,1
39,-77,3
47,8,1
14,101,4
46,-74,1
14,101,1
16,121,1
49,9,2
51,4,3
21,-90,1
54,10,10
34,-118,6
32,117,2
41,-9,2
46,5,1
14,100,3
28,-82,2
56,13,17
60,30,48
7,-73,4
52,5,1
47,14,1
-30,-51,10
31,32,1
37,140,1
46,6,8
53,12,6
46,9,8
-4,-39,3
29,-82,5
52,7,3
-35,-59,1
46,-74,1
41,17,1
52,-1,2
59,18,1
51,9,9
51,7,3
21,-87,4
39,16,1
-22,-42,9
51,7,2
20,-101,3
49,2,14
53,-3,2
33,-80,2
5,-74,1
48,14,1
53,9,1
41,2,1
56,93,1
41,-74,2
51,17,2
51,4,1
49,11,5
50,12,3
39,-77,1
38,-1,9
-24,-49,1
-24,-47,2
37,-122,2
-31,-64,2
26,-103,1
49,8,244
52,21,6
50,10,3
52,5,1
-23,-43,1
51,-1,6
49,17,17
51,7,1
50,9,5
44,-79,3
1,104,6
32,-8,2
37,127,9
52,7,1
-24,-47,190
20,-101,5
35,136,1
57,15,1
40,-9,1
44,4,1
38,-1,1
29,31,1
42,-88,7
51,8,1
48,12,1
47,-1,1
59,18,69
49,2,1
52,4,1
52,0,10
51,5,1
41,-74,1
52,5,2
55,9,1
47,24,180
52,13,1
52,4,1
3,102,45
46,6,48
43,6,1
51,5,11
35,-87,1
49,10,1
48,16,1
48,16,13
-7,-38,1
51,7,1
26,-103,11
50,9,1
46,6,1
49,9,7
50,20,1
49,10,1
47,-71,1
52,21,20
33,-97,4
28,-83,1
60,25,2
50,14,35
30,-98,5
47,7,1
44,7,2
19,-99,3
51,7,1
50,8,30
51,7,1
36,140,5
54,10,39
50,9,3
46,16,125
39,117,4
48,16,3
48,12,3
20,-99,5
-7,-77,1
50,20,2
-28,-49,8
44,-79,37
41,-74,3
50,6,2
43,-86,11
8,98,7
47,7,1
52,5,1
48,12,8
51,4,3
53,-6,19
52,11,3
52,16,2
43,14,1
19,-99,1
56,13,4
50,3,6
49,17,1
9,39,1
43,5,1
42,-88,7
43,-3,8
40,33,3
19,-99,2
46,9,2
47,7,2
51,6,3
39,-9,5
3,102,1
46,-74,1
40,-4,4
51,7,3
49,8,1
6,1,9
49,3,3
38,114,2
3,102,2
40,-105,1
51,7,1
46,7,2
52,16,1
26,50,2
48,14,154
41,27,1
39,-77,4
53,23,1
48,12,16
52,4,7
53,6,1
58,9,1
33,75,5
-17,-68,37
51,10,6
42,2,1
48,8,1
52,10,1
50,19,2
